"InvoiceNo","StockCode","Description","Quantity","InvoiceDate","UnitPrice","CustomerID","Country"
"547579","23076","ICE CREAM SUNDAE LIP GLOSS",48,"3/24/11 10:40",1.25,13089,"United Kingdom"
"547579","23078","ICE CREAM PEN LIP GLOSS",48,"3/24/11 10:40",1.25,13089,"United Kingdom"
"547580","22961","JAM MAKING SET PRINTED",12,"3/24/11 10:48",1.45,13488,"United Kingdom"
"547580","22960","JAM MAKING SET WITH JARS",12,"3/24/11 10:48",3.75,13488,"United Kingdom"
"547580","22722","SET OF 6 SPICE TINS PANTRY DESIGN",4,"3/24/11 10:48",3.95,13488,"United Kingdom"
"547580","22383","LUNCH BAG SUKI DESIGN",10,"3/24/11 10:48",1.65,13488,"United Kingdom"
"547580","22526","WHEELBARROW FOR CHILDREN",12,"3/24/11 10:48",10.95,13488,"United Kingdom"
"547580","22982","PANTRY PASTRY BRUSH",12,"3/24/11 10:48",1.25,13488,"United Kingdom"
"547580","22978","PANTRY ROLLING PIN",6,"3/24/11 10:48",3.75,13488,"United Kingdom"
"547580","84997B","CHILDRENS CUTLERY RETROSPOT RED",6,"3/24/11 10:48",4.15,13488,"United Kingdom"
"547580","22697","GREEN REGENCY TEACUP AND SAUCER",6,"3/24/11 10:48",2.95,13488,"United Kingdom"
"547580","22698","PINK REGENCY TEACUP AND SAUCER",6,"3/24/11 10:48",2.95,13488,"United Kingdom"
"547580","22699","ROSES REGENCY TEACUP AND SAUCER",6,"3/24/11 10:48",2.95,13488,"United Kingdom"
"547580","22626","BLACK KITCHEN SCALES",2,"3/24/11 10:48",8.5,13488,"United Kingdom"
"547580","85123A","WHITE HANGING HEART T-LIGHT HOLDER",12,"3/24/11 10:48",2.95,13488,"United Kingdom"
"547580","22846","BREAD BIN DINER STYLE RED",1,"3/24/11 10:48",16.95,13488,"United Kingdom"
"547580","22855","FINE WICKER HEART",48,"3/24/11 10:48",1.06,13488,"United Kingdom"
"547580","85066","CREAM SWEETHEART MINI CHEST",2,"3/24/11 10:48",12.75,13488,"United Kingdom"
"547580","21754","HOME BUILDING BLOCK WORD",3,"3/24/11 10:48",5.95,13488,"United Kingdom"
"547580","21756","BATH BUILDING BLOCK WORD",3,"3/24/11 10:48",5.95,13488,"United Kingdom"
"547580","47590B","PINK HAPPY BIRTHDAY BUNTING",3,"3/24/11 10:48",5.45,13488,"United Kingdom"
"547580","47590A","BLUE HAPPY BIRTHDAY BUNTING",3,"3/24/11 10:48",5.45,13488,"United Kingdom"
"547580","21932","SCANDINAVIAN PAISLEY PICNIC BAG",5,"3/24/11 10:48",2.95,13488,"United Kingdom"
"547580","22557","PLASTERS IN TIN VINTAGE PAISLEY",12,"3/24/11 10:48",1.65,13488,"United Kingdom"
"547580","21933","PINK VINTAGE PAISLEY PICNIC BAG",5,"3/24/11 10:48",2.95,13488,"United Kingdom"
"547580","21231","SWEETHEART CERAMIC TRINKET BOX",12,"3/24/11 10:48",1.25,13488,"United Kingdom"
"547580","21232","STRAWBERRY CERAMIC TRINKET BOX",12,"3/24/11 10:48",1.25,13488,"United Kingdom"
"547580","21242","RED RETROSPOT PLATE",8,"3/24/11 10:48",1.69,13488,"United Kingdom"
"547580","21238","RED RETROSPOT CUP",8,"3/24/11 10:48",0.85,13488,"United Kingdom"
"547580","20676","RED RETROSPOT BOWL",8,"3/24/11 10:48",1.25,13488,"United Kingdom"
"547580","21210","SET OF 72 RETROSPOT PAPER  DOILIES",12,"3/24/11 10:48",1.45,13488,"United Kingdom"
"547580","21535","RED RETROSPOT SMALL MILK JUG",6,"3/24/11 10:48",2.55,13488,"United Kingdom"
"547580","21527","RED RETROSPOT TRADITIONAL TEAPOT",2,"3/24/11 10:48",7.95,13488,"United Kingdom"
"C547581","22367","CHILDRENS APRON SPACEBOY DESIGN",-1,"3/24/11 10:58",1.95,12474,"Germany"
"C547581","22554","PLASTERS IN TIN WOODLAND ANIMALS",-1,"3/24/11 10:58",1.65,12474,"Germany"
"C547581","21561","DINOSAUR LUNCH BOX WITH CUTLERY",-1,"3/24/11 10:58",2.55,12474,"Germany"
"C547581","22236","CAKE STAND 3 TIER MAGIC GARDEN",-1,"3/24/11 10:58",12.75,12474,"Germany"
"C547582","23194","GYMKHANA TREASURE BOOK BOX",-3,"3/24/11 11:06",2.25,12474,"Germany"
"C547582","23177","TREASURE ISLAND BOOK BOX",-2,"3/24/11 11:06",2.25,12474,"Germany"
"547583","22652","TRAVEL SEWING KIT",36,"3/24/11 11:07",1.65,12901,"United Kingdom"
"547583","21787","RAIN PONCHO RETROSPOT",48,"3/24/11 11:07",0.85,12901,"United Kingdom"
"547583","84378","SET OF 3 HEART COOKIE CUTTERS",48,"3/24/11 11:07",1.25,12901,"United Kingdom"
"547583","22966","GINGERBREAD MAN COOKIE CUTTER",42,"3/24/11 11:07",1.25,12901,"United Kingdom"
"547583","21977","PACK OF 60 PINK PAISLEY CAKE CASES",60,"3/24/11 11:07",0.55,12901,"United Kingdom"
"547583","22938","CUPCAKE LACE PAPER SET 6",42,"3/24/11 11:07",1.95,12901,"United Kingdom"
"547583","22616","PACK OF 12 LONDON TISSUES",36,"3/24/11 11:07",0.29,12901,"United Kingdom"
"547583","22988","SOLDIERS EGG CUP",36,"3/24/11 11:07",1.25,12901,"United Kingdom"
"547583","22971","QUEENS GUARD COFFEE MUG",24,"3/24/11 11:07",2.55,12901,"United Kingdom"
"547583","22970","LONDON BUS COFFEE MUG",24,"3/24/11 11:07",2.55,12901,"United Kingdom"
"547583","22713","CARD I LOVE LONDON",24,"3/24/11 11:07",0.42,12901,"United Kingdom"
"547583","22659","LUNCH BOX I LOVE LONDON",24,"3/24/11 11:07",1.95,12901,"United Kingdom"
"547593","20785",,-2,"3/24/11 11:18",0,,"United Kingdom"
"C547594","22978","PANTRY ROLLING PIN",-4,"3/24/11 11:19",3.75,12693,"Germany"
"547595","82483",,-12,"3/24/11 11:20",0,,"United Kingdom"
"547596","84306",,-5,"3/24/11 11:20",0,,"United Kingdom"
"547597","17011F",,-18,"3/24/11 11:21",0,,"United Kingdom"
"547598","21332",,-25,"3/24/11 11:24",0,,"United Kingdom"
"547599","21361",,-10,"3/24/11 11:24",0,,"United Kingdom"
"547606","22173",,-22,"3/24/11 11:26",0,,"United Kingdom"
"547611","84631",,-9,"3/24/11 11:26",0,,"United Kingdom"
"547618","21547",,-12,"3/24/11 11:28",0,,"United Kingdom"
"547623","47580","TEA TIME DES TEA COSY",6,"3/24/11 11:29",2.55,15641,"United Kingdom"
"547623","37500","TEA TIME TEAPOT IN GIFT BOX",12,"3/24/11 11:29",4.95,15641,"United Kingdom"
"547623","21899","KEY FOB , GARAGE DESIGN",24,"3/24/11 11:29",0.65,15641,"United Kingdom"
"547623","21902","KEY FOB , FRONT  DOOR",24,"3/24/11 11:29",0.65,15641,"United Kingdom"
"547623","21524","DOORMAT SPOTTY HOME SWEET HOME",2,"3/24/11 11:29",7.95,15641,"United Kingdom"
"547623","22691","DOORMAT WELCOME SUNRISE",2,"3/24/11 11:29",7.95,15641,"United Kingdom"
"547623","21164","HOME SWEET HOME METAL SIGN",6,"3/24/11 11:29",2.95,15641,"United Kingdom"
"547623","82552","WASHROOM METAL SIGN",12,"3/24/11 11:29",1.45,15641,"United Kingdom"
"547623","82551","LAUNDRY 15C METAL SIGN",12,"3/24/11 11:29",1.45,15641,"United Kingdom"
"547623","82583","HOT BATHS METAL SIGN",12,"3/24/11 11:29",2.1,15641,"United Kingdom"
"547623","22196","SMALL HEART MEASURING SPOONS",12,"3/24/11 11:29",0.85,15641,"United Kingdom"
"547623","22084","PAPER CHAIN KIT EMPIRE",6,"3/24/11 11:29",2.95,15641,"United Kingdom"
"547623","22644","CERAMIC CHERRY CAKE MONEY BANK",12,"3/24/11 11:29",1.45,15641,"United Kingdom"
"547623","22645","CERAMIC HEART FAIRY CAKE MONEY BANK",12,"3/24/11 11:29",1.45,15641,"United Kingdom"
"547623","22646","CERAMIC STRAWBERRY CAKE MONEY BANK",12,"3/24/11 11:29",1.45,15641,"United Kingdom"
"547623","22175","PINK OWL SOFT TOY",6,"3/24/11 11:29",2.95,15641,"United Kingdom"
"547623","22176","BLUE OWL SOFT TOY",6,"3/24/11 11:29",2.95,15641,"United Kingdom"
"547623","47591D","PINK FAIRY CAKE CHILDRENS APRON",8,"3/24/11 11:29",1.95,15641,"United Kingdom"
"547623","20728","LUNCH BAG CARS BLUE",10,"3/24/11 11:29",1.65,15641,"United Kingdom"
"547623","22256","FELT FARM ANIMAL CHICKEN",12,"3/24/11 11:29",1.25,15641,"United Kingdom"
"547623","84459A","PINK METAL CHICKEN HEART",12,"3/24/11 11:29",1.49,15641,"United Kingdom"
"547623","22779","WOODEN OWLS LIGHT GARLAND",4,"3/24/11 11:29",4.25,15641,"United Kingdom"
"547623","22780","LIGHT GARLAND BUTTERFILES PINK",4,"3/24/11 11:29",4.25,15641,"United Kingdom"
"547623","21399","BLUE POLKADOT COFFEE MUG",48,"3/24/11 11:29",0.39,15641,"United Kingdom"
"547623","21397","BLUE POLKADOT EGG CUP",48,"3/24/11 11:29",0.39,15641,"United Kingdom"
"547623","21400","RED PUDDING SPOON",24,"3/24/11 11:29",0.12,15641,"United Kingdom"
"547623","85027L","FRENCH CHATEAU LARGE PLATTER",6,"3/24/11 11:29",1.95,15641,"United Kingdom"
"547623","85078","SCANDINAVIAN 3 HEARTS NAPKIN RING",48,"3/24/11 11:29",0.19,15641,"United Kingdom"
"547623","22982","PANTRY PASTRY BRUSH",12,"3/24/11 11:29",1.25,15641,"United Kingdom"
"547623","22979","PANTRY WASHING UP BRUSH",12,"3/24/11 11:29",1.45,15641,"United Kingdom"
"547623","23180","MUM'S KITCHEN CLOCK",4,"3/24/11 11:29",4.95,15641,"United Kingdom"
"547626","20973",,60,"3/24/11 11:30",0,,"United Kingdom"
"547639","22961","JAM MAKING SET PRINTED",12,"3/24/11 11:34",1.45,17698,"United Kingdom"
"547639","22077","6 RIBBONS RUSTIC CHARM",12,"3/24/11 11:34",1.65,17698,"United Kingdom"
"547639","22076","6 RIBBONS EMPIRE",12,"3/24/11 11:34",1.65,17698,"United Kingdom"
"547639","22693","GROW A FLYTRAP OR SUNFLOWER IN TIN",24,"3/24/11 11:34",1.25,17698,"United Kingdom"
"547639","22498","WOODEN REGATTA BUNTING",3,"3/24/11 11:34",5.95,17698,"United Kingdom"
"547639","22150","3 STRIPEY MICE FELTCRAFT",6,"3/24/11 11:34",1.95,17698,"United Kingdom"
"547639","85178","VICTORIAN SEWING KIT",12,"3/24/11 11:34",1.25,17698,"United Kingdom"
"547639","21043","APRON MODERN VINTAGE COTTON",12,"3/24/11 11:34",1.95,17698,"United Kingdom"
"547644","85123A","WHITE HANGING HEART T-LIGHT HOLDER",6,"3/24/11 11:38",2.95,14267,"United Kingdom"
"547644","48187","DOORMAT NEW ENGLAND",2,"3/24/11 11:38",7.95,14267,"United Kingdom"
"547644","22989","SET 2 PANTRY DESIGN TEA TOWELS",6,"3/24/11 11:38",3.25,14267,"United Kingdom"
"547644","22961","JAM MAKING SET PRINTED",24,"3/24/11 11:38",1.45,14267,"United Kingdom"
"547644","22960","JAM MAKING SET WITH JARS",12,"3/24/11 11:38",3.75,14267,"United Kingdom"
"547644","22956","36 FOIL HEART CAKE CASES",6,"3/24/11 11:38",2.1,14267,"United Kingdom"
"547644","22776","SWEETHEART CAKESTAND 3 TIER",4,"3/24/11 11:38",9.95,14267,"United Kingdom"
"547644","22720","SET OF 3 CAKE TINS PANTRY DESIGN",6,"3/24/11 11:38",4.95,14267,"United Kingdom"
"547644","22666","RECIPE BOX PANTRY YELLOW DESIGN",6,"3/24/11 11:38",2.95,14267,"United Kingdom"
"547644","22423","REGENCY CAKESTAND 3 TIER",6,"3/24/11 11:38",12.75,14267,"United Kingdom"
"547644","22151","PLACE SETTING WHITE HEART",24,"3/24/11 11:38",0.42,14267,"United Kingdom"
"547644","22061","LARGE CAKE STAND  HANGING STRAWBERY",4,"3/24/11 11:38",9.95,14267,"United Kingdom"
"547644","22055","MINI CAKE STAND  HANGING STRAWBERY",16,"3/24/11 11:38",1.65,14267,"United Kingdom"
"547644","21877","HOME SWEET HOME MUG",12,"3/24/11 11:38",1.25,14267,"United Kingdom"
"547644","21164","HOME SWEET HOME METAL SIGN",6,"3/24/11 11:38",2.95,14267,"United Kingdom"
"547645","22435","SET OF 9 HEART SHAPED BALLOONS",12,"3/24/11 11:40",1.25,12676,"Sweden"
"547645","84988","SET OF 72 PINK HEART PAPER DOILIES",24,"3/24/11 11:40",1.45,12676,"Sweden"
"547645","22090","PAPER BUNTING RETROSPOT",12,"3/24/11 11:40",2.95,12676,"Sweden"
"547645","22128","PARTY CONES CANDY ASSORTED",24,"3/24/11 11:40",1.25,12676,"Sweden"
"547645","22668","PINK BABY BUNTING",10,"3/24/11 11:40",2.95,12676,"Sweden"
"547645","21975","PACK OF 60 DINOSAUR CAKE CASES",24,"3/24/11 11:40",0.55,12676,"Sweden"
"547645","POST","POSTAGE",1,"3/24/11 11:40",40,12676,"Sweden"
"547646","84849D",,-80,"3/24/11 11:42",0,,"United Kingdom"
"547647","20727","LUNCH BAG  BLACK SKULL.",10,"3/24/11 11:43",1.65,15144,"United Kingdom"
"547647","20728","LUNCH BAG CARS BLUE",10,"3/24/11 11:43",1.65,15144,"United Kingdom"
"547647","20977","36 PENCILS TUBE WOODLAND",16,"3/24/11 11:43",1.25,15144,"United Kingdom"
"547647","22384","LUNCH BAG PINK POLKADOT",10,"3/24/11 11:43",1.65,15144,"United Kingdom"
"547647","21086","SET/6 RED SPOTTY PAPER CUPS",12,"3/24/11 11:43",0.65,15144,"United Kingdom"
"547647","22084","PAPER CHAIN KIT EMPIRE",12,"3/24/11 11:43",2.95,15144,"United Kingdom"
"547647","22315","200 RED + WHITE BENDY STRAWS",12,"3/24/11 11:43",1.25,15144,"United Kingdom"
"547647","22333","RETROSPOT PARTY BAG + STICKER SET",8,"3/24/11 11:43",1.65,15144,"United Kingdom"
"547647","20725","LUNCH BAG RED RETROSPOT",10,"3/24/11 11:43",1.65,15144,"United Kingdom"
"547647","20979","36 PENCILS TUBE RED RETROSPOT",16,"3/24/11 11:43",1.25,15144,"United Kingdom"
"547647","21212","PACK OF 72 RETROSPOT CAKE CASES",24,"3/24/11 11:43",0.55,15144,"United Kingdom"
"547647","21977","PACK OF 60 PINK PAISLEY CAKE CASES",24,"3/24/11 11:43",0.55,15144,"United Kingdom"
"547647","21976","PACK OF 60 MUSHROOM CAKE CASES",24,"3/24/11 11:43",0.55,15144,"United Kingdom"
"547647","48187","DOORMAT NEW ENGLAND",2,"3/24/11 11:43",7.95,15144,"United Kingdom"
"547648","22978","PANTRY ROLLING PIN",6,"3/24/11 11:44",3.75,15144,"United Kingdom"
"547648","22993","SET OF 4 PANTRY JELLY MOULDS",12,"3/24/11 11:44",1.25,15144,"United Kingdom"
"547649","15056P","EDWARDIAN PARASOL PINK",1,"3/24/11 12:02",5.95,18118,"United Kingdom"
"547649","20679","EDWARDIAN PARASOL RED",2,"3/24/11 12:02",5.95,18118,"United Kingdom"
"547649","85014A","BLACK/BLUE POLKADOT UMBRELLA",1,"3/24/11 12:02",5.95,18118,"United Kingdom"
"547649","15056N","EDWARDIAN PARASOL NATURAL",1,"3/24/11 12:02",5.95,18118,"United Kingdom"
"547649","15056BL","EDWARDIAN PARASOL BLACK",2,"3/24/11 12:02",5.95,18118,"United Kingdom"
"547649","85014B","RED RETROSPOT UMBRELLA",2,"3/24/11 12:02",5.95,18118,"United Kingdom"
"547649","84978","HANGING HEART JAR T-LIGHT HOLDER",6,"3/24/11 12:02",1.25,18118,"United Kingdom"
"547649","84970S","HANGING HEART ZINC T-LIGHT HOLDER",12,"3/24/11 12:02",0.85,18118,"United Kingdom"
"547649","21561","DINOSAUR LUNCH BOX WITH CUTLERY",2,"3/24/11 12:02",2.55,18118,"United Kingdom"
"547649","21558","SKULL LUNCH BOX WITH CUTLERY",6,"3/24/11 12:02",2.55,18118,"United Kingdom"
"547649","22352","LUNCH BOX WITH CUTLERY RETROSPOT",6,"3/24/11 12:02",2.55,18118,"United Kingdom"
"547649","22197","SMALL POPCORN HOLDER",10,"3/24/11 12:02",0.85,18118,"United Kingdom"
"547649","22084","PAPER CHAIN KIT EMPIRE",2,"3/24/11 12:02",2.95,18118,"United Kingdom"
"547649","20845","ZINC HEART LATTICE 2 WALL PLANTER",2,"3/24/11 12:02",6.35,18118,"United Kingdom"
"547649","21232","STRAWBERRY CERAMIC TRINKET BOX",2,"3/24/11 12:02",1.25,18118,"United Kingdom"
"547649","22890","NOVELTY BISCUITS CAKE STAND 3 TIER",1,"3/24/11 12:02",9.95,18118,"United Kingdom"
"547649","84596F","SMALL MARSHMALLOWS PINK BOWL",8,"3/24/11 12:02",0.42,18118,"United Kingdom"
"547649","84596E","SMALL LICORICE DES PINK BOWL",8,"3/24/11 12:02",0.42,18118,"United Kingdom"
"547649","72741","GRAND CHOCOLATECANDLE",9,"3/24/11 12:02",1.45,18118,"United Kingdom"
"547649","21155","RED RETROSPOT PEG BAG",3,"3/24/11 12:02",2.55,18118,"United Kingdom"
"547649","20751","FUNKY WASHING UP GLOVES ASSORTED",12,"3/24/11 12:02",2.1,18118,"United Kingdom"
"547649","22650","CERAMIC PIRATE CHEST MONEY BANK",4,"3/24/11 12:02",1.45,18118,"United Kingdom"
"547649","22517","CHILDS GARDEN RAKE PINK",2,"3/24/11 12:02",2.1,18118,"United Kingdom"
"547649","22515","CHILDS GARDEN SPADE PINK",1,"3/24/11 12:02",2.1,18118,"United Kingdom"
"547649","22514","CHILDS GARDEN SPADE BLUE",1,"3/24/11 12:02",2.1,18118,"United Kingdom"
"547649","22516","CHILDS GARDEN RAKE BLUE",1,"3/24/11 12:02",2.1,18118,"United Kingdom"
"547649","84898F","YELLOW FLOWERS FELT HANDBAG KIT",2,"3/24/11 12:02",2.1,18118,"United Kingdom"
"547649","22569","FELTCRAFT CUSHION BUTTERFLY",3,"3/24/11 12:02",3.75,18118,"United Kingdom"
"547649","85152","HAND OVER THE CHOCOLATE   SIGN",2,"3/24/11 12:02",2.1,18118,"United Kingdom"
"547649","22993","SET OF 4 PANTRY JELLY MOULDS",1,"3/24/11 12:02",1.25,18118,"United Kingdom"
"547649","22645","CERAMIC HEART FAIRY CAKE MONEY BANK",2,"3/24/11 12:02",1.45,18118,"United Kingdom"
"547649","20992","JAZZ HEARTS PURSE NOTEBOOK",2,"3/24/11 12:02",0.85,18118,"United Kingdom"
"547649","21212","PACK OF 72 RETROSPOT CAKE CASES",2,"3/24/11 12:02",0.55,18118,"United Kingdom"
"547649","21559","STRAWBERRY LUNCH BOX WITH CUTLERY",6,"3/24/11 12:02",2.55,18118,"United Kingdom"
"547649","85123A","WHITE HANGING HEART T-LIGHT HOLDER",6,"3/24/11 12:02",2.95,18118,"United Kingdom"
"547649","21733","RED HANGING HEART T-LIGHT HOLDER",6,"3/24/11 12:02",2.95,18118,"United Kingdom"
"547649","22522","CHILDS GARDEN FORK BLUE",4,"3/24/11 12:02",0.85,18118,"United Kingdom"
"547649","22521","CHILDS GARDEN TROWEL PINK",4,"3/24/11 12:02",0.85,18118,"United Kingdom"
"547649","22520","CHILDS GARDEN TROWEL BLUE",4,"3/24/11 12:02",0.85,18118,"United Kingdom"
"547649","22523","CHILDS GARDEN FORK PINK",4,"3/24/11 12:02",0.85,18118,"United Kingdom"
"547649","20725","LUNCH BAG RED RETROSPOT",2,"3/24/11 12:02",1.65,18118,"United Kingdom"
"547649","22384","LUNCH BAG PINK POLKADOT",2,"3/24/11 12:02",1.65,18118,"United Kingdom"
"547649","22524","CHILDRENS GARDEN GLOVES BLUE",4,"3/24/11 12:02",1.25,18118,"United Kingdom"
"547649","22525","CHILDRENS GARDEN GLOVES PINK",4,"3/24/11 12:02",1.25,18118,"United Kingdom"
"547649","20727","LUNCH BAG  BLACK SKULL.",2,"3/24/11 12:02",1.65,18118,"United Kingdom"
"547649","22382","LUNCH BAG SPACEBOY DESIGN",1,"3/24/11 12:02",1.65,18118,"United Kingdom"
"547649","20754","RETROSPOT RED WASHING UP GLOVES",3,"3/24/11 12:02",2.1,18118,"United Kingdom"
"547649","22558","CLOTHES PEGS RETROSPOT PACK 24",5,"3/24/11 12:02",1.49,18118,"United Kingdom"
"547649","85099B","JUMBO BAG RED RETROSPOT",2,"3/24/11 12:02",1.95,18118,"United Kingdom"
"547649","22385","JUMBO BAG SPACEBOY DESIGN",1,"3/24/11 12:02",1.95,18118,"United Kingdom"
"547649","20712","JUMBO BAG WOODLAND ANIMALS",1,"3/24/11 12:02",1.95,18118,"United Kingdom"
"547649","21930","JUMBO STORAGE BAG SKULLS",2,"3/24/11 12:02",1.95,18118,"United Kingdom"
"547649","85099F","JUMBO BAG STRAWBERRY",2,"3/24/11 12:02",1.95,18118,"United Kingdom"
"547649","22386","JUMBO BAG PINK POLKADOT",2,"3/24/11 12:02",1.95,18118,"United Kingdom"
"547649","85099C","JUMBO  BAG BAROQUE BLACK WHITE",2,"3/24/11 12:02",1.95,18118,"United Kingdom"
"547649","21931","JUMBO STORAGE BAG SUKI",2,"3/24/11 12:02",1.95,18118,"United Kingdom"
"547650","21165","BEWARE OF THE CAT METAL SIGN",1,"3/24/11 12:08",1.69,17059,"United Kingdom"
"547650","82582","AREA PATROLLED METAL SIGN",2,"3/24/11 12:08",2.1,17059,"United Kingdom"
"547650","82583","HOT BATHS METAL SIGN",1,"3/24/11 12:08",2.1,17059,"United Kingdom"
"547650","85152","HAND OVER THE CHOCOLATE   SIGN",1,"3/24/11 12:08",2.1,17059,"United Kingdom"
"547650","82599","FANNY'S REST STOPMETAL SIGN",1,"3/24/11 12:08",2.1,17059,"United Kingdom"
"547650","22989","SET 2 PANTRY DESIGN TEA TOWELS",4,"3/24/11 12:08",3.25,17059,"United Kingdom"
"547650","20750","RED RETROSPOT MINI CASES",1,"3/24/11 12:08",7.95,17059,"United Kingdom"
"547650","22138","BAKING SET 9 PIECE RETROSPOT",1,"3/24/11 12:08",4.95,17059,"United Kingdom"
"547650","22720","SET OF 3 CAKE TINS PANTRY DESIGN",1,"3/24/11 12:08",4.95,17059,"United Kingdom"
"547650","22567","20 DOLLY PEGS RETROSPOT",5,"3/24/11 12:08",1.25,17059,"United Kingdom"
"547650","22084","PAPER CHAIN KIT EMPIRE",6,"3/24/11 12:08",2.95,17059,"United Kingdom"
"547650","22993","SET OF 4 PANTRY JELLY MOULDS",2,"3/24/11 12:08",1.25,17059,"United Kingdom"
"547650","22960","JAM MAKING SET WITH JARS",3,"3/24/11 12:08",4.25,17059,"United Kingdom"
"547650","22666","RECIPE BOX PANTRY YELLOW DESIGN",2,"3/24/11 12:08",2.95,17059,"United Kingdom"
"547650","21623","VINTAGE UNION JACK MEMOBOARD",1,"3/24/11 12:08",9.95,17059,"United Kingdom"
"547650","21500","PINK POLKADOT WRAP",25,"3/24/11 12:08",0.42,17059,"United Kingdom"
"547650","21499","BLUE POLKADOT WRAP",25,"3/24/11 12:08",0.42,17059,"United Kingdom"
"547650","21930","JUMBO STORAGE BAG SKULLS",1,"3/24/11 12:08",1.95,17059,"United Kingdom"
"547650","85099C","JUMBO  BAG BAROQUE BLACK WHITE",1,"3/24/11 12:08",1.95,17059,"United Kingdom"
"547650","22411","JUMBO SHOPPER VINTAGE RED PAISLEY",1,"3/24/11 12:08",1.95,17059,"United Kingdom"
"547650","85014B","RED RETROSPOT UMBRELLA",1,"3/24/11 12:08",5.95,17059,"United Kingdom"
"547650","85014A","BLACK/BLUE POLKADOT UMBRELLA",1,"3/24/11 12:08",5.95,17059,"United Kingdom"
"547650","20679","EDWARDIAN PARASOL RED",1,"3/24/11 12:08",5.95,17059,"United Kingdom"
"547650","15056N","EDWARDIAN PARASOL NATURAL",1,"3/24/11 12:08",5.95,17059,"United Kingdom"
"547650","15056P","EDWARDIAN PARASOL PINK",1,"3/24/11 12:08",5.95,17059,"United Kingdom"
"547650","21034","REX CASH+CARRY JUMBO SHOPPER",2,"3/24/11 12:08",0.95,17059,"United Kingdom"
"547650","22961","JAM MAKING SET PRINTED",6,"3/24/11 12:08",1.45,17059,"United Kingdom"
"547650","22499","WOODEN UNION JACK BUNTING",3,"3/24/11 12:08",5.95,17059,"United Kingdom"
"547650","21878","PACK OF 6 SANDCASTLE FLAGS ASSORTED",9,"3/24/11 12:08",0.85,17059,"United Kingdom"
"547650","84879","ASSORTED COLOUR BIRD ORNAMENT",8,"3/24/11 12:08",1.69,17059,"United Kingdom"
"547650","22284","HEN HOUSE DECORATION",12,"3/24/11 12:08",1.65,17059,"United Kingdom"
"547650","22285","HANGING HEN ON NEST DECORATION",12,"3/24/11 12:08",1.65,17059,"United Kingdom"
"547650","21588","RETROSPOT GIANT TUBE MATCHES",4,"3/24/11 12:08",2.55,17059,"United Kingdom"
"547650","21586","KINGS CHOICE GIANT TUBE MATCHES",4,"3/24/11 12:08",2.55,17059,"United Kingdom"
"547650","21922","UNION STRIPE WITH FRINGE  HAMMOCK",2,"3/24/11 12:08",7.95,17059,"United Kingdom"
"547650","48187","DOORMAT NEW ENGLAND",1,"3/24/11 12:08",7.95,17059,"United Kingdom"
"547650","48138","DOORMAT UNION FLAG",1,"3/24/11 12:08",7.95,17059,"United Kingdom"
"547650","48194","DOORMAT HEARTS",1,"3/24/11 12:08",7.95,17059,"United Kingdom"
"547650","48184","DOORMAT ENGLISH ROSE",1,"3/24/11 12:08",7.95,17059,"United Kingdom"
"547650","21937","STRAWBERRY   PICNIC BAG",2,"3/24/11 12:08",2.95,17059,"United Kingdom"
"547650","21936","RED RETROSPOT PICNIC BAG",2,"3/24/11 12:08",2.95,17059,"United Kingdom"
"547650","85099B","JUMBO BAG RED RETROSPOT",3,"3/24/11 12:08",1.95,17059,"United Kingdom"
"547650","22386","JUMBO BAG PINK POLKADOT",2,"3/24/11 12:08",1.95,17059,"United Kingdom"
"547650","21929","JUMBO BAG PINK VINTAGE PAISLEY",2,"3/24/11 12:08",1.95,17059,"United Kingdom"
"547650","21928","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",1,"3/24/11 12:08",1.95,17059,"United Kingdom"
"547650","85099F","JUMBO BAG STRAWBERRY",1,"3/24/11 12:08",1.95,17059,"United Kingdom"
"547650","20713","JUMBO BAG OWLS",1,"3/24/11 12:08",1.95,17059,"United Kingdom"
"547650","47590B","PINK HAPPY BIRTHDAY BUNTING",1,"3/24/11 12:08",5.45,17059,"United Kingdom"
"547650","47590A","BLUE HAPPY BIRTHDAY BUNTING",1,"3/24/11 12:08",5.45,17059,"United Kingdom"
"547650","22084","PAPER CHAIN KIT EMPIRE",4,"3/24/11 12:08",2.95,17059,"United Kingdom"
